HEATING DEGREE DAY TOTALS BY MONTH FOR SEASON BEGINNING JULY 1 OF YEAR, MISSING=-9999
STDV YEAR    JUL   AUG   SEP   OCT   NOV   DEC   JAN   FEB   MAR   APR   MAY   JUN   ANNL
3699 1980      7     5    72   475   782  1128  1337   879   890   403   214    35   6225
3699 1981      7    24   130   497   708  1083  1377   989   858   566   148    73   6461
3699 1982      8    46   115   386   604   822  1096   945   761   541   278    39   5640
3699 1983      5     7    94   382   665  1156  1299   823  1027   522   283    30   6292
3699 1984     19    13   161   261   737   828  1281   987   753   370   167    71   5648
3699 1985     12    19    82   348   554  1149  1133  1015   773   441   150    39   5714
3699 1986      6    31    99   370   765   981  1176  1010   743   460   177    22   5840
3699 1987      2    20   113   549   652   943  1288  1001   798   521   199    48   6135
3699 1988      2     7   158   563   660  1052   995   995   823   551   259    33   6097
3699 1989      6    21   100   371   732  1403   893   804   709   446   267    39   5790
3699 1990      7    20   123   313   608   885  1115   850   734   413    90    18   5176
3699 1991      3     9   120   376   713   918  1074   900   886   499   266    76   5840
3699 1992     10    40   123   516   693  1010  1003  1092   940   485   179    38   6128
3699 1993      2     9   121   459   648   994  1389  1078   901   375   293    23   6295
3699 1994      3    30   129   441   556   876  1017  1083   722   529   238    26   5649
3699 1995      2     5   114   304   824  1166  1209   997   951   477   255    22   6326
3699 1996     13    13    94   404   835   898  1160   828   774   551   325    43   5939
3699 1997      8    26   124   399   764   966   881   758   723   415   119    38   5220
3699 1998      9     8    63   373   654   841  1097   878   882   447   184    29   5464
3699 1999      1    18    88   444   546   944  1153   892   666   480   170    25   5424
3699 2000     21    24   124   367   738  1238 -9999 -9999 -9999 -9999 -9999 -9999  -9999
3799 1930  -9999 -9999 -9999 -9999 -9999 -9999  1101   977   843   528   246    53  -9999
3799 1931      1     7    46   282   537   868   822   955   936   588   246    62   5350
3799 1932      8     8    92   338   708   887   877   921   915   594   218    39   5605
3799 1933      9    10    81   404   792  1125  1066  1324   946   552   219    40   6568
3799 1934      1    34    60   456   594  1063  1212  1019   784   582   319    69   6193
3799 1935      1    13   131   379   570  1135  1150  1162   707   633   241    52   6174
3799 1936      9    10    97   350   753   887   837   862   952   600   228    49   5634
3799 1937      3     2   119   403   639  1001  1116   904   812   546   336    79   5960
3799 1938      5     5   129   304   585   946  1122   888   942   645   284    74   5929
3799 1939      8     3   114   368   768   970  1327   980  1017   684   337   103   6679
3799 1940      6    43   117   496   681   905  1184  1014   998   504   262    83   6293
3799 1941      8    20    77   311   564   908  1147  1044   775   540   217    52   5663
3799 1942      6    18    91   337   660  1125  1175   983   918   711   302    27   6353
3799 1943      4    16   114   376   669  1094  1054  1000   955   645   197    56   6180
3799 1944      2     5    77   392   669  1051  1262   980   657   435   363    67   5960
3799 1945      5    19    54   407   612  1144  1076  1014   651   624   322    84   6012
3799 1946     12    43    72   273   552   942  1001  1008   896   594   318   109   5820
3799 1947      3     7    83   221   729  1070  1274  1078   862   555   339    95   6316
3799 1948      4     7    95   391   504   918   915   837   825   477   255    25   5253
3799 1949      0     7   121   260   672   902   859  1016   980   615   349    62   5843
3799 1950      5    21   170   316   564   961   970   846   812   465   250    75   5455
3799 1951      2    14    69   342   708   921   983   904   871   471   297    38   5620
3799 1952      0     9    86   428   627   930   939   829   794   522   252    40   5456
3799 1953      7    15    83   355   567   815  1169   804   840   522   336    61   5574
3799 1954     13    39   137   262   648   970  1144   927   865   531   223    84   5843
3799 1955      1     7   124   343   717  1215  1076   910   998   663   410    55   6519
3799 1956     14    17   179   397   633   880  1280   865   825   504   261    24   5879
3799 1957      6    34    83   404   579   809  1048  1098   837   534   363   134   5929
3799 1958      8    15   118   428   588  1197  1113  1044   884   516   209    83   6203
3799 1959      5     5    54   344   633   930  1085   837  1039   522   263    46   5763
3799 1960     10    15   125   394   573  1141  1262   946   871   615   355    66   6373
3799 1961      5    11    31   307   618  1011  1113  1056   868   540   313    56   5929
3799 1962     26    25   168   419   723  1116  1132  1092   822   552   328    57   6460
3799 1963      5    30   201   287   534  1206  1051  1014   843   606   236    72   6085
3799 1964      8    58   125   419   609   967  1215  1011   915   630   236    80   6273
3799 1965     10    14   108   431   702   936  1122   952   815   636   364    58   6148
3799 1966      4    15   151   428   573   977   949  1019   980   645   490    87   6318
3799 1967      5    19   142   368   753   942  1218  1095   828   489   327    87   6273
3799 1968      3    15    79   297   654  1054  1107   983   933   483   247    26   5881
3799 1969      3     1    99   370   675  1057  1401   972   933   522   231    57   6321
3799 1970      1     5    83   349   606  1132  1262   949   896   642   325    54   6304
3799 1971      4    11    43   243   711   905  1029  1025   921   675   301   103   5971
3799 1972      5    18    98   508   711   936  1035   972   688   510   322    37   5840
3799 1973      3     4   115   355   630   849  1042  1008   837   486   351    84   5764
3799 1974      6     9   118   508   618   899   949   941   899   657   210    64   5878
3799 1975      2    12   153   307   492   998  1225   804   794   417   272    27   5503
3799 1976     10    19   141   481   789  1169  1352  1002   716   507   226    76   6488
3799 1977      4    10   102   382   564  1014  1194  1148   958   594   304    58   6332
3799 1978     15    11   181   419   651   939  1051  1215   760   567   213    87   6109
3799 1979      3    15    98   391   501   865  1070  1044   874   513   228    94   5696
3799 1980      3     5    86   453   720  1116  1358   812   868   492   268    44   6225
3799 1981      1    22   130   477   648  1011  1308   930   843   618   265   116   6369
3799 1982      3    38   117   394   537   818  1051   927   784   549   340    39   5597
3799 1983      1     8    48   359   564   998  1159   762   983   567   293    33   5775
3799 1984      6     5   147   296   630   794  1209   949   797   495   247   106   5681
3799 1985      6    13    75   343   561  1032  1042  1000   812   507   248    66   5705
3799 1986      9    26   135   380   699   911  1122  1030   822   546   267    45   5992
3799 1987      4    21    99   434   675   936  1184   958   837   591   281    65   6085
3799 1988      2     3   123   499   606   995   980  1014   887   600   248    35   5992
3799 1989      5     8    75   364   681  1336   899   879   809   558   331    50   5995
3799 1990      3     4   110   237   579   800  1079   854   781   477   156    36   5116
3799 1991      3     7   133   328   633   871  1085   952   942   639   313    71   5977
3799 1992     18    26   116   462   690   955  1051  1114   946   549   221    49   6197
3799 1993      2     7    94   434   603   961  1305  1098   868   495   337    42   6246
3799 1994      0    22   112   382   525   843   924   988   784   570   304    55   5509
3799 1995      1     8   110   265   714  1104  1147  1014   942   543   281    40   6169
3799 1996      9    10    93   411   774   834  1122   818   865   573   343    50   5902
3799 1997      4    15    97   416   729   958   942   798   769   492   171    56   5447
3799 1998      2     4    56   356   645   812  1063   854   784   483   207    21   5287
3799 1999      0     6    47   389   525   871  1150   868   729   552   237    39   5413
3799 2000      9    12    91   361   651  1107 -9999 -9999 -9999 -9999 -9999 -9999  -9999
3899 1930  -9999 -9999 -9999 -9999 -9999 -9999   652   502   514   174    46     1  -9999
3899 1931      0     0     2    91   221   382   377   326   442   132    33     1   2008
3899 1932      0     0     8   128   426   492   456   486   358   155     8     0   2517
3899 1933      0     0     2   126   397   417   566   686   438   115    34     1   2782
3899 1934      0     0     4   124   313   635   600   519   232   126    25     1   2579
3899 1935      0     0     9   116   300   840   750   612   304   177    15     0   3122
3899 1936      0     0     2    94   407   560   363   530   420   161    25     0   2562
3899 1937      0     0    16   185   460   664   637   377   221   125    16     1   2703
3899 1938      0     0     7   137   286   608   553   365   279   131    34     0   2400
3899 1939      0     0     2    89   459   585   970   561   445   172    45     1   3328
