506496 PAOM A-CD NOME AP                   AK
506586 PAOR A-CD NORTHWAY AP               AK
507783 PAPT A-CD PUNTILLA                  AK
508118 PASN A-CD ST PAUL ISLAND AP         AK
508419 PASY A-CD SHEMYA USAF BASE          AK
508494 PASI A-CD SITKA JAPONSKI AP         AK
508976 PATK A-CD TALKEETNA AP              AK
509014 PATA A-CD TANANA AP                 AK
509539 PAUM --CD UMIAT                     AK
509686 PAVW A-CD VALDEZ                    AK
509739 PWAA A-CD WALES                     AK
509941 PAYA A-CD YAKUTAT AP                AK
