010272884   -88    -88    -88    -88      0      0      0      0      0      0    -88    -88     -88
010831884   -88    -88    -88    -88      0      0      0      0      0    -88    -88    -88     -88
014064884   -88    -88    -88    -88      0      0      0      0      0      0    -88    -88     -88
015478884   -88      0    -88      0      0      0      0      0      0      0      0    -88     -88
015550884   -88    -88    -88      0      0      0      0      0      0      0      0    -88     -88
015749884   -88    -88    -88      0      0      0      0      0      0      0      0    -88     -88
018380884   -88      0      0    -88      0      0      0      0      0      0      0      0     -88
022462884     0      0      0      0      0      0      0      0      0      0      0      0       0
022664884   -88    -88    -88      0      0      0      0      0      0      0      0    -88     -88
026481884     0      0      0      0      0      0      0      0      0      0      0      0       0
027390884   -88    -88    -88    -88      0      0      0      0      0      0      0    -88     -88
027855884   -88    -88    -88    -88    -88      0      0      0      0    -88    -88    -88     -88
028820884     0      0      0      0      0      0      0      0      0      0      0    -88     -88
029439884   -88    -88    -88    -88      0      0      0      0      0      0    -88    -88     -88
029660884     0      0      0      0      0      0      0      0      0      0      0      0       0
032300884   -88    -88    -88      0      0      0      0      0      0      0      0    -88     -88
032444884   -88    -88    -88      0      0      0      0      0      0      0    -88    -88     -88
032574884   -88    -88    -88      0      0      0      0      0      0      0    -88    -88     -88
033165884   -88    -88    -88    -88      0      0      0      0      0      0    -88    -88     -88
034248884   -88    -88    -88      0      0      0      0      0      0    -88    -88    -88     -88
035320884   -88    -88    -88      0      0      0      0      0      0    -88      0    -88     -88
037048884   -88      0    -88      0      0      0      0      0      0      0      0    -88     -88
040192884     0      0      0      0      0      0      0      0      0      0      0      0       0
040442884     0      0      0      0      0      0      0      0      0      0      0      0       0
040609884   -88    -88    -88      0      0      0      0      0      0      0    -88    -88     -88
040822884   -88    -88    -88      0      0      0      0      0      0      0    -88    -88     -88
040927884     0      0      0      0      0      0      0      0      0      0      0      0       0
041194884     0      0      0      0      0      0      0      0      0      0      0      0       0
041424884     0      0    -88      0      0      0      0      0      0      0      0    -88     -88
041733884   -88      0      0      0      0      0      0      0      0      0      0      0     -88
042147884     0      0      0      0      0      0      0      0      0      0      0      0       0
042257884     0      0      0      0      0      0      0      0      0      0      0    -88     -88
042910884   -88    -88    -88      0      0      0      0      0      0      0      0    -88     -88
043120884     0      0      0      0      0      0      0      0      0      0      0      0       0
043257884     0      0      0      0      0      0      0      0      0      0      0      0       0
044223884     0      0      0      0      0      0      0      0      0      0      0      0       0
044749884   -88    -88    -88      0      0      0      0      0      0      0      0    -88     -88
045085884     0      0      0      0      0      0      0      0      0      0      0      0       0
045114884     0      0      0      0      0      0      0      0      0      0      0      0       0
045115884     0      0      0      0      0      0      0      0      0      0      0      0       0
045738884     0      0      0      0      0      0      0      0      0      0      0    -88     -88
045795884     0      0      0      0      0      0      0      0      0      0      0    -88     -88
045866884     0      0      0      0      0      0      0      0      0      0      0    -88     -88
045983884     2      3      1    -88    -88    -88      0      0      0    -88      1      2       9
046118884     0      0      0      0      0      0      0      0      0      0      0      0       0
046144884     0      0      0      0      0      0      0      0      0      0      0      0       0
046569884     0      0      0      0      0      0      0      0      0      0      0      0       0
046635884   -88      0      0      0      0      0      0      0      0      0      0      0     -88
046742884     0      0      0      0      0      0      0      0      0      0      0      0       0
047292884   -88      0    -88      0      0      0      0      0      0      0      0    -88     -88
047470884     0      0      0      0      0      0      0      0      0      0      0      0       0
047630884     0    -88      0      0      0      0      0      0      0      0      0      0     -88
047669884     0      0      0      0      0      0      0      0      0      0      0      0       0
047735884   -88    -88    -88    -88    -88      0      0      0      0      0    -88    -88     -88
047740884     0      0      0      0      0      0      0      0      0      0      0      0       0
047769884     0      0      0      0      0      0      0      0      0      0      0      0       0
047905884     0      0      0      0      0      0      0      0      0      0      0      0       0
047946884     0      0      0      0      0      0      0      0      0      0      0      0       0
048558884     0      0      0      0      0      0      0      0      0      0      0    -88     -88
048892884     0      0      0      0      0      0      0      0      0      0      0      0       0
048973884     0      0      0      0      0      0      0      0      0      0      0      0       0
049122884     0      0      0      0      0      0      0      0      0      0      0      0       0
049473884     0      0      0      0      0      0      0      0      0      0      0      0       0
049866884   -88    -88    -88    -88      0      0      0      0      0    -88    -88    -88     -88
064767884     3      3      2    -88      0      0      0      0      0    -88    -88      1       9
080211884     0      0      0      0      0      0      0      0      0      0      0    -88     -88
081986884     0      0      0      0      0      0      0      0      0      0      0      0       0
082008884     0      0      0      0      0      0      0      0      0      0      0      0       0
082158884   -88      0      0      0      0      0      0      0      0      0      0      0     -88
083163884     0      0      0      0      0      0      0      0      0      0      0      0       0
083186884     0      0      0      0      0      0      0      0      0      0      0      0       0
083326884     0      0      0      0      0      0      0      0      0      0      0      0       0
084358884     0    -88    -88      0      0      0      0      0      0      0      0      0     -88
084570884     0      0      0      0      0      0      0      0      0      0      0      0       0
085612884     0      0      0      0      0      0      0      0      0      0      0      0       0
085663884     0      0      0      0      0      0      0      0      0      0      0      0       0
086078884     0      0      0      0      0      0      0      0      0      0      0      0       0
086628884     0      0      0      0      0      0      0      0      0      0      0      0       0
086842884     0      0      0      0      0      0      0      0      0      0      0      0       0
086997884   -88      0    -88      0      0      0      0      0      0      0      0      0     -88
087886884     0      0      0      0      0      0      0      0      0      0      0      0       0
087982884     0      0      0      0      0      0      0      0      0      0      0      0       0
088758884     0    -88      0      0      0      0      0      0      0      0      0    -88     -88
088788884   -88      0      0      0      0      0      0      0      0      0      0      0     -88
089214884     0      0      0      0      0      0      0      0      0      0      0      0       0
089525884     0      0      0      0      0      0      0      0      0      0      0      0       0
